name,country_code,latitude,longitude,population
Tanauan,PH,14.08627,121.14975,68456
Talisay,PH,10.7375,122.9666,65265
Talisay,PH,10.24472,123.84944,133148
Talavera,PH,15.5883,120.9192,64610
Magugpo Poblacion,PH,7.4475,125.8046,233254
Taguig,PH,14.5243,121.0792,644473
Tagbilaran City,PH,9.65556,123.85219,86411
Tagaytay,PH,14.09532,120.93355,85330
Tacurong,PH,6.6925,124.67639,54648
Tacloban,PH,11.24333,125.00472,251881
Tabaco,PH,13.35861,123.73361,57860
Surigao,PH,9.789,125.495,87832
Sultan Kudarat,PH,7.22889,124.25778,105121
Subic,PH,14.8787,120.23194,67664
Sorsogon,PH,12.97389,123.99333,82730
Solana,PH,17.6528,121.691,71475
Silang,PH,14.21567,120.97137,119475
Santo Tomas,PH,14.1079,121.14136,57438
Santol,PH,15.16222,120.5675,298976
Santiago,PH,16.68808,121.5487,108414
Santa Rosa,PH,14.31222,121.11139,216650
Santa Cruz,PH,14.6,120.98333,126735
Santa Cruz,PH,14.2814,121.4161,108145
San Pedro,PH,14.3595,121.0473,270216
San Pablo,PH,14.0683,121.3256,285348
San Miguel,PH,15.1423,120.97568,65661
San Mateo,PH,14.6982,121.1236,134327
San Juan,PH,14.6,121.0333,121430
San Jose del Monte,PH,14.81389,121.04528,357828
San Jose,PH,12.35275,121.06761,118807
San Ildefonso,PH,15.0809,120.941,65669
San Fernando,PH,16.61591,120.31663,83003
San Fernando,PH,15.03425,120.68445,251248
Sagay,PH,10.94472,123.42417,72153
Roxas City,PH,11.58528,122.75111,102688
Rosario,PH,13.6323,121.2207,128352
Pulong Santa Cruz,PH,14.27324,121.07643,101914
Pulilan,PH,14.90167,120.84917,77186
Puerto Princesa,PH,9.73917,118.73528,222673
Port Area,PH,14.58945,120.96698,72605
Polomolok,PH,6.22167,125.06398,63987
Polangui,PH,13.2923,123.4855,77122
Plaridel,PH,14.88722,120.85722,70781
Patuto,PH,14.11667,120.96667,52883
Pateros,PH,14.5391,121.0726,63840
Pasay,PH,14.53748,121.00144,416522
Paranaque City,PH,14.48156,121.01749,689992
Panalanoy,PH,11.25111,125.00639,189090
Panabo,PH,7.30806,125.68417,84749
Pagadian,PH,7.8257,123.437,186852
Paco,PH,14.588,120.993,79839
Ozamiz City,PH,8.1481,123.8405,93082
Oroquieta,PH,8.4859,123.8048,72301
Ormoc,PH,11.00639,124.6075,191200
Olongapo,PH,14.82917,120.28278,221178
Obando,PH,14.7098,120.9362,59929
Oas,PH,13.2593,123.4963,66084
Norzagaray,PH,14.9109,121.0493,79508
Navotas,PH,14.66667,120.95,249463
Nasugbu,PH,14.06694,120.63181,62857
Naic,PH,14.31812,120.76609,55195
Naga,PH,13.61917,123.18139,174931
Muricay,PH,7.8275,123.4782,132094
Rodriguez,PH,14.76011,121.19993,134432
Monkayo,PH,7.81528,126.05444,51393
Minglanilla,PH,10.24498,123.7964,62058
Meycauayan,PH,14.73694,120.96083,184839
Mati,PH,6.95508,126.21655,105908
Mariveles,PH,14.43385,120.48569,84567
Marilao,PH,14.75778,120.94833,83276
Marikina City,PH,14.6481,121.1133,450741
Mariano,PH,8.83333,125.11667,70516
Marawi City,PH,8.0034,124.28395,143627
Mantampay,PH,8.16667,124.21667,265032
Mansilingan,PH,10.63111,122.97889,454150
Mangaldan,PH,16.07,120.4025,88818
Mandaue City,PH,10.32361,123.92222,331320
Mandaluyong City,PH,14.5832,121.0409,425758
Manaoag,PH,16.0438,120.4861,59115
Maluñgun,PH,6.27917,125.28167,52248
Malolos,PH,14.8443,120.81039,261189
Malaybalay,PH,8.1575,125.12778,61524
Malabon,PH,14.67333,120.93972,365525
Makati City,PH,14.55027,121.03269,510383
Magalang,PH,15.2151,120.6596,68988
Mabalacat City,PH,15.22303,120.57117,188050
Lucena,PH,13.93139,121.61722,228758
Lubao,PH,14.9405,120.6011,55645
Los Baños,PH,14.17025,121.24181,95750
Lipa City,PH,13.9411,121.1631,212287
Lingayen,PH,16.02182,120.23194,56580
Limay,PH,14.56194,120.59833,52824
Libon,PH,13.2997,123.4386,68846
Libertad,PH,8.94417,125.50194,250353
Legaspi,PH,13.14125,123.74073,179481
Las Piñas,PH,14.45056,120.98278,590000
Lapu-Lapu City,PH,10.31028,123.94944,350467
Laoag,PH,18.1978,120.5957,111651
Koronadal,PH,6.50306,124.84694,195398
Kidapawan,PH,7.00833,125.08944,79652
Kawit,PH,14.44426,120.90164,73210
Kalibo (poblacion),PH,11.70611,122.36444,89127
Kabankalan,PH,9.9839,122.81423,136483
Jolo,PH,6.05222,121.00222,101002
Isulan,PH,6.62944,124.605,97490
City of Isabela,PH,6.70407,121.97117,67336
Iriga City,PH,13.4324,123.4115,114457
Imus,PH,14.42972,120.93667,216099
Impasugong,PH,8.30972,125.00194,53863
Iloilo,PH,10.69694,122.56444,457626
Iligan City,PH,8.25,124.4,312323
Iligan,PH,8.2289,124.24344,342618
Ilagan,PH,17.14854,121.88924,158218
Hagonoy,PH,14.83413,120.73271,123531
Guyong,PH,14.8361,120.97844,155391
Guiguinto,PH,14.83333,120.88333,76613
Gingoog,PH,8.82778,125.09972,124648
General Trias,PH,14.38694,120.88167,96022
General Santos,PH,6.11278,125.17167,697315
Gapan,PH,15.3072,120.9464,79064
Enrique B. Magalona,PH,10.87879,122.97707,64290
Dumaguete,PH,9.30646,123.30769,113541
Dipolog,PH,8.56697,123.33471,93549
Dinalupihan,PH,14.87827,120.45221,66670
Digos,PH,6.74972,125.35722,116122
Dasmariñas,PH,14.32944,120.93667,441876
Dapitan,PH,8.6561,123.4227,85202
Danao,PH,10.52083,124.02722,70270
Dagupan,PH,16.04313,120.33325,171271
Daet,PH,14.1122,122.9553,78142
Cotabato,PH,7.22361,124.24639,325079
Concepcion,PH,15.32546,120.65723,64402
Cebu City,PH,10.31672,123.89071,964169
Cavite City,PH,14.48369,120.89878,115932
Catbalogan,PH,11.77528,124.88611,68081
Carmona,PH,14.3132,121.0576,55887
Cogan,PH,10.59306,124.01778,57897
Capas,PH,15.33117,120.5898,72070
Candelaria,PH,13.93111,121.42333,60881
Calumpit,PH,14.91639,120.76583,91815
Calbayog City,PH,12.0668,124.5962,67921
Calapan,PH,13.4117,121.1803,66008
Calamba,PH,14.21167,121.16528,539671
Cainta,PH,14.5786,121.1222,283172
Cagayan de Oro,PH,8.48222,124.64722,728402
Cadiz,PH,10.9465,123.288,129053
Cabuyao,PH,14.2726,121.1262,308745
Cabanatuan City,PH,15.48586,120.96648,327325
Butuan,PH,8.94917,125.54361,309709
Bulaon,PH,15.08262,120.66288,131818
Bulacan,PH,14.79278,120.87889,71274
Buenavista,PH,8.97694,125.40889,68892
Brookes Point,PH,8.77201,117.8371,73994
Bocaue,PH,14.79833,120.92611,98649
Bislig,PH,8.21528,126.31639,67567
Binonga,PH,10.7719,122.9817,83980
Binangonan,PH,14.4646,121.1929,219204
Biñan,PH,14.34267,121.08071,300000
Bayawan,PH,9.3649,122.804,122747
Batangas,PH,13.7567,121.0584,237370
Batac City,PH,18.0554,120.56489,55484
Bangued,PH,17.60833,120.63806,50382
Bañga,PH,6.42389,124.77833,58855
Bamban,PH,15.27386,120.56683,78260
Baliuag,PH,14.95472,120.89694,135679
Balayan,PH,13.93714,120.73224,50115
Balanga,PH,14.67611,120.53611,72954
Balagtas,PH,14.81667,120.86667,59826
Bais,PH,9.59111,123.12278,65594
Baguio,PH,16.41639,120.59306,272714
Bago City,PH,10.53333,122.83333,191210
Bacoor,PH,14.45896,120.93851,356974
Bacolod City,PH,10.66667,122.95,454898
Arayat,PH,15.1505,120.7697,87987
Apalit,PH,14.95333,120.77,77418
Antipolo,PH,14.62578,121.12251,887399
Angono,PH,14.5266,121.1536,87199
Angeles City,PH,15.15,120.58333,299391
Alabel,PH,6.10179,125.29048,88294
Jose Rizal,PH,8.87722,117.50415,56162
Bagong Silangan,PH,14.706,121.108,106886
Pasig City,PH,14.58691,121.0614,617301
Tabuk,PH,17.4084,121.2785,121033
Banco Filipino Homes,PH,14.43379,121.02231,92752
Bagong Silang,PH,14.7783,121.04487,261729
Mandaluyong,PH,14.57837,121.03522,425000
Rawalakot,PK,33.85782,73.76043,50000
Khairpur Mir’s,PK,27.52948,68.75915,191044
Zhob,PK,31.34082,69.4493,50537
Wazirabad,PK,32.44324,74.12,102444
Vihari,PK,30.0445,72.3556,112840
Umarkot,PK,25.36329,69.74184,144558
Turbat,PK,26.00122,63.04849,75694
Tordher,PK,33.99047,72.2863,150000
Toba Tek Singh,PK,30.97127,72.48275,123102
Tando Muhammad Khan,PK,25.12384,68.53677,114406
Tando Allahyar,PK,25.4605,68.71745,421923
Tando Adam,PK,25.76818,68.66196,125598
Swabi,PK,34.12018,72.46982,97363
Sukkur,PK,27.70323,68.85889,563851
Skardu,PK,35.29787,75.63372,260000
Sibi,PK,29.54299,67.87726,64069
Sialkot,PK,32.49268,74.53134,911817
Shujaabad,PK,29.88092,71.29344,65952
Shorkot,PK,31.91023,70.87757,67439
Shikarpur,PK,27.95558,68.63823,204938
Shekhupura,PK,31.71287,73.98556,591424
Shakargarh,PK,32.26361,75.16008,64304
Shahkot,PK,31.5709,73.48531,200000
Shahdadpur,PK,25.92539,68.6228,67249
Shahdad Kot,PK,27.84726,67.90679,120687
Shabqadar,PK,34.21599,71.5548,66541
Sargodha,PK,32.08586,72.67418,975886
Sangla Hill,PK,31.71667,73.38333,57002
Sanghar,PK,26.04694,68.94917,62033
Sambrial,PK,32.47835,74.35338,62874
Sahiwal,PK,30.66595,73.10186,538344
Saddiqabad,PK,28.3091,70.12652,189876
Rohri,PK,27.69203,68.89503,50649
Rajanpur,PK,29.10408,70.32969,50682
Rahim Yar Khan,PK,28.41987,70.30345,517000
Rabwah,PK,31.75511,72.91403,70000
Kambar,PK,27.58753,68.00066,77481
Pattoki,PK,31.02021,73.85333,70436
Pasrur,PK,32.26286,74.66327,53364
Pano Aqil,PK,27.85619,69.11111,72881
Pakpattan,PK,30.34314,73.38944,126706
Okara,PK,30.81029,73.45155,533693
New Mirpur City,PK,33.14782,73.75187,124352
Nawabshah,PK,26.23939,68.40369,363138
Narowal,PK,32.10197,74.87303,130692
Nankana Sahib,PK,31.4501,73.70653,56366
Muzaffargarh,PK,30.07258,71.19379,235541
Muzaffarābād,PK,34.37002,73.47082,725000
Muridke,PK,31.80258,74.25772,164246
Moro,PK,26.66317,68.00016,76765
Model Town,PK,31.48104,74.32563,100000
Mirpur Khas,PK,25.5276,69.01255,267833
Mingora,PK,34.7795,72.36265,279914
Mianwali,PK,32.57756,71.52847,129500
Mian Channun,PK,30.44067,72.35679,76226
Matli,PK,25.0429,68.65591,50398
Mardan,PK,34.19794,72.04965,300424
Mansehra,PK,34.33023,73.19679,66486
Manjhand,PK,25.90827,68.23683,140766
Mandi Bahauddin,PK,32.58704,73.49123,129733
Malir Cantonment,PK,24.94343,67.20591,300000
Mailsi,PK,29.80123,72.17398,64545
Lodhran,PK,29.5339,71.63244,144512
Layyah,PK,30.96128,70.93904,151274
Larkana,PK,27.55898,68.21204,364033
Lala Musa,PK,32.70138,73.95746,65197
Kotri,PK,25.36566,68.30831,72672
Kot Malik Barkhurdar,PK,30.20379,66.98723,69359
Kotli,PK,33.51836,73.9022,640000
Kot Addu,PK,30.46907,70.96699,104217
Kohat,PK,33.58196,71.44929,151427
Khuzdar,PK,27.81193,66.61096,141227
Khushāb,PK,32.29667,72.3525,102793
Kharian,PK,32.81612,73.88697,81435
Khanpur,PK,28.64739,70.65694,142426
Kasur,PK,31.11866,74.45025,510875
Kandhkot,PK,28.24574,69.17974,88468
Kamoke,PK,31.97526,74.22304,199531
Kamalia,PK,30.72708,72.64607,112426
Kahror Pakka,PK,29.6243,71.91437,69743
Kabirwala,PK,30.40472,71.86269,60782
Jhelum,PK,32.93448,73.73102,190425
Jhang Sadr,PK,31.26981,72.31687,341210
Jaranwala,PK,31.3332,73.41868,119785
Jampur,PK,29.64235,70.59518,63791
Jalalpur Jattan,PK,32.64118,74.20561,93883
Jacobabad,PK,28.28187,68.43761,219315
Islamabad,PK,33.72148,73.04329,601600
Hujra Shah Muqim,PK,30.74168,73.82327,61546
Haveli Lakha,PK,30.45097,73.69371,65289
Hasilpur,PK,29.69221,72.54566,88031
Harunabad,PK,29.61206,73.13802,72432
Haripur,PK,33.99783,72.93493,56977
Hafizabad,PK,32.07095,73.68802,318621
Gwadar,PK,25.12163,62.32541,70852
Gujrat,PK,32.5742,74.07542,574240
Gujar Khan,PK,33.25411,73.30433,69374
Gojra,PK,31.14926,72.68323,139726
Gilgit,PK,35.91869,74.31245,216760
Ghotki,PK,28.00437,69.31569,119879
Dipalpur,PK,30.66984,73.65306,74640
Dera Ismail Khan,PK,31.83129,70.9017,763195
Dera Ghazi Khan,PK,30.04587,70.64029,494464
Daska Kalan,PK,32.32422,74.35039,126924
Dadu,PK,26.73033,67.7769,201017
Chunian,PK,30.96621,73.97908,57312
Chuhar Kana,PK,31.75,73.8,69321
Chishtian,PK,29.79713,72.85772,122199
Chiniot,PK,31.72091,72.97836,318165
Chichawatni,PK,30.5301,72.69155,82762
Charsadda,PK,34.14822,71.7406,120170
Chaman,PK,30.91769,66.45259,88568
Chakwal,PK,32.93286,72.85394,101200
Burewala,PK,30.16667,72.65,183915
Bhimber,PK,32.97465,74.07846,342900
Bhalwal,PK,32.26576,72.89809,74744
Bhakkar,PK,31.62685,71.06471,131658
Mianke Mor,PK,31.2024,73.94857,86900
Battagram,PK,34.67719,73.02329,700000
Bahawalpur,PK,29.39779,71.6752,903795
Bahawalnagar,PK,29.99835,73.25272,241873
Badin,PK,24.656,68.837,117455
Attock City,PK,33.76671,72.35977,85479
Arifwala,PK,30.29058,73.06574,87360
Ahmadpur East,PK,29.14269,71.25771,116579
Abbottabad,PK,34.1463,73.21168,275890
Bahawalnagar,PK,30.55083,73.39083,126700
Nowshera Cantonment,PK,33.99829,71.99834,96766
Arif Wala,PK,26.32478,66.29587,157063
Wah Cantt,PK,33.77094,72.75116,400733
Żoliborz,PL,52.26896,20.98644,50934
Zamość,PL,50.72314,23.25196,66034
Wola,PL,52.23477,20.96004,140958
Wawer,PL,52.19656,21.17752,77205
Tomaszów Mazowiecki,PL,51.53131,20.00855,67197
Tarnów,PL,50.01381,20.98698,117799
Tarnobrzeg,PL,50.57304,21.67937,50459
Targówek,PL,52.29185,21.04845,124279
Suwałki,PL,54.11175,22.93087,69222
Starachowice,PL,51.0374,21.07126,53739
Stalowa Wola,PL,50.58286,22.05334,66495
Śródmieście,PL,52.22904,21.01644,99950
Siedlce,PL,52.16772,22.29006,77185
Rzeszów,PL,50.04132,21.99901,158382
Radom,PL,51.40253,21.14714,226794
Przemyśl,PL,49.78498,22.76728,67013
Pruszków,PL,52.17072,20.81214,55371
Ostrowiec Świętokrzyski,PL,50.92936,21.38525,73989
Ostrołęka,PL,53.08621,21.57566,53740
Olsztyn,PL,53.77995,20.49416,171803
Ochota,PL,52.22096,20.98526,82774
Nowy Sącz,PL,49.62177,20.69705,84376
Mokotów,PL,52.1934,21.03487,217683
Mielec,PL,50.28709,21.4239,59509
Lublin,PL,51.25,22.56667,360044
Łomża,PL,53.17806,22.05935,62019
Legionowo,PL,52.40149,20.92664,50786
Kielce,PL,50.87033,20.62752,208598
Ełk,PL,53.82824,22.36469,55769
Chełm,PL,51.14312,23.4716,60231
Bielany,PL,52.29242,20.93531,131910
Białystok,PL,53.13333,23.16433,291855
Białołeka,PL,52.32127,20.97204,129106
Biała Podlaska,PL,52.03238,23.11652,57541
Bemowo,PL,52.2546,20.90844,123932
Żory,PL,50.04523,18.70062,63174
Zielona Góra,PL,51.93548,15.50643,118433
Zgierz,PL,51.85561,19.40623,58036
Zawiercie,PL,50.48766,19.41679,53159
Zabrze,PL,50.32492,18.78576,192177
Wrzeszcz,PL,54.37648,18.60753,65000
Wrocław,PL,51.1,17.03333,634893
Włocławek,PL,52.64817,19.0678,120339
Wałbrzych,PL,50.77141,16.28432,127431
Tychy,PL,50.13717,18.96641,130000
Toruń,PL,53.01375,18.59814,196935
Tczew,PL,54.09242,18.77787,60133
Tarnowskie Góry,PL,50.44548,18.86147,60938
Szczecin,PL,53.42894,14.55302,407811
Świętochłowice,PL,50.29636,18.91726,55600
Świdnica,PL,50.84378,16.48859,60351
Stargard,PL,53.33672,15.0499,71224
Sosnowiec,PL,50.28682,19.10385,227295
Słupsk,PL,54.46405,17.02872,98608
Siemianowice Śląskie,PL,50.32738,19.02901,73121
Rybnik,PL,50.09713,18.54179,142510
Ruda Śląska,PL,50.2584,18.85632,146189
Racibórz,PL,50.09195,18.21928,58464
Poznań,PL,52.40692,16.92993,570352
Płock,PL,52.54682,19.70638,127474
Piotrków Trybunalski,PL,51.40547,19.70321,80128
Piła,PL,53.15145,16.73782,75532
Piekary Śląskie,PL,50.38017,18.92653,59757
Pabianice,PL,51.66446,19.35473,70542
Ostrów Wielkopolski,PL,51.65501,17.80686,72898
Opole,PL,50.67211,17.92533,127676
Mysłowice,PL,50.20745,19.16668,72124
Lubin,PL,51.40089,16.20149,77532
Łódź,PL,51.77058,19.47395,768755
Leszno,PL,51.84034,16.57494,63565
Legnica,PL,51.21006,16.1619,106033
Kraków,PL,50.06143,19.93658,755050
Koszalin,PL,54.19438,16.17222,107450
Konin,PL,52.22338,18.25121,81258
Kędzierzyn-Koźle,PL,50.34984,18.22606,65636
Katowice,PL,50.25841,19.02754,317316
Kalisz,PL,51.76109,18.09102,108759
Jelenia Góra,PL,50.89973,15.72899,77366
Jaworzno,PL,50.20528,19.27498,96541
Jastrzębie Zdrój,PL,49.95542,18.57479,95813
Inowrocław,PL,52.79886,18.26387,77597
Grudziądz,PL,53.48411,18.75366,92552
Gorzów Wielkopolski,PL,52.73679,15.22878,124430
Gniezno,PL,52.53481,17.58259,70269
Głogów,PL,51.66361,16.0845,65400
Gliwice,PL,50.29761,18.67658,198835
Gdynia,PL,54.51889,18.53188,257000
Gdańsk,PL,54.35227,18.64912,461865
Fordon,PL,53.14821,18.17036,70000
Elbląg,PL,54.1522,19.40884,127558
Dąbrowa Górnicza,PL,50.33394,19.20479,116971
Częstochowa,PL,50.79646,19.12409,248125
Chorzów,PL,50.30582,18.9742,113430
Bytom,PL,50.34802,18.93282,189186
Bydgoszcz,PL,53.1235,18.00762,366452
Bielsko-Biala,PL,49.82245,19.04686,176515
Bełchatów,PL,51.36883,19.35671,62896
Będzin,PL,50.32607,19.12565,58236
Ursynów,PL,52.15051,21.05041,149775
Praga Północ,PL,52.25443,21.03472,93192
Praga Południe,PL,52.24424,21.08545,179836
Arecibo,PR,18.47245,-66.71573,87754
Bayamón,PR,18.39856,-66.15572,203499
Caguas,PR,18.23412,-66.0485,86804
Carolina,PR,18.38078,-65.95739,170404
Guaynabo,PR,18.35745,-66.111,81360
Mayagüez,PR,18.20107,-67.13962,73077
Ponce,PR,18.01031,-66.62398,137491
San Juan,PR,18.46633,-66.10572,418140
Trujillo Alto,PR,18.35467,-66.00739,75243
Rafaḩ,PS,31.29722,34.24357,126305
Khān Yūnis,PS,31.34018,34.30627,173183
Jabālyā,PS,31.5272,34.48347,168568
Gaza,PS,31.50161,34.46672,410000
Dayr al Balaḩ,PS,31.41834,34.34933,59504
Bayt Lāhyā,PS,31.5464,34.49514,56919
Nablus,PS,32.22111,35.25444,130326
Battir,PS,31.7,35.11667,56746
Hebron,PS,31.52935,35.0938,160470
East Jerusalem,PS,31.78336,35.23388,428304
Setúbal,PT,38.5244,-8.8882,117110
Rio de Mouro,PT,38.76613,-9.32804,54695
Queluz,PT,38.75657,-9.25451,103399
Odivelas,PT,38.79269,-9.1838,54624
Monsanto,PT,39.46203,-8.7118,50000
Loures,PT,38.83091,-9.16845,66231
Lisbon,PT,38.72509,-9.1498,517802
Funchal,PT,32.66568,-16.92547,100847
Évora,PT,38.56667,-7.9,55620
Corroios,PT,38.64004,-9.1508,52520
Cacém,PT,38.76698,-9.29793,93982
Barreiro,PT,38.66314,-9.0724,51280
Amora,PT,38.62961,-9.11557,52577
Amadora,PT,38.75382,-9.23083,178858
Algueirão,PT,38.79764,-9.3437,66250
Vila Nova de Gaia,PT,41.12401,-8.61241,70811
Porto,PT,41.14961,-8.61099,249633
Felgueiras,PT,41.36806,-8.19396,58065
Coimbra,PT,40.20564,-8.41955,106582
Braga,PT,41.55032,-8.42005,121394
Aveiro,PT,40.64427,-8.64554,54162
Villa Hayes,PY,-25.093,-57.52725,57217
Villa Elisa,PY,-25.3676,-57.59274,64099
San Lorenzo,PY,-25.33968,-57.50879,227876
San Antonio,PY,-25.42126,-57.54725,55754
Presidente Franco,PY,-25.56384,-54.61097,54292
Pedro Juan Caballero,PY,-22.54925,-55.7387,75109
Nemby,PY,-25.3949,-57.53574,94641
Limpio,PY,-25.16611,-57.48562,96143
Lambaré,PY,-25.34682,-57.60647,126377
Itauguá,PY,-25.39258,-57.35421,64997
Fernando de la Mora,PY,-25.3386,-57.52167,120167
Encarnación,PY,-27.33176,-55.86662,74983
Coronel Oviedo,PY,-25.44613,-56.43928,51286
Mariano Roque Alonso,PY,-25.20791,-57.53202,72008
Ciudad del Este,PY,-25.5036,-54.65067,301815
Capiatá,PY,-25.3552,-57.44545,198553
Caaguazú,PY,-25.47104,-56.01603,54808
Caacupé,PY,-25.38575,-57.14217,56864
Ar Rayyān,QA,25.29194,51.42444,272465
Doha,QA,25.28545,51.53096,344939
Al Manşūrah,QA,25.26807,51.53219,65493
Al Maţār al ‘Atīq,QA,25.25138,51.55569,76774
Saint-Pierre,RE,-21.3393,55.47811,84077
Saint-Paul,RE,-21.00961,55.27134,105240
Saint-Louis,RE,-21.28585,55.41124,53935
Saint-Denis,RE,-20.88231,55.4504,154765
Saint-André,RE,-20.96333,55.65031,57150
Le Tampon,RE,-21.2766,55.51766,81943
Zalău,RO,47.2,23.05,52359
Vaslui,RO,46.63333,27.73333,63035
Tulcea,RO,45.1787,28.80501,65624
Târgu Mureş,RO,46.54245,24.55747,212752
Târgu Jiu,RO,45.05,23.28333,73545
Târgovişte,RO,44.92543,25.4567,66965
Timişoara,RO,45.75372,21.22571,250849
Suceava,RO,47.63333,26.25,84308
Slatina,RO,44.43333,24.36667,63487
Sibiu,RO,45.8,24.15,134309
Sfântu Gheorghe,RO,45.86667,25.78333,50080
Satu Mare,RO,47.79926,22.86255,112490
Roman,RO,46.92119,26.92646,67819
Râmnicu Vâlcea,RO,45.1,24.36667,93151
Reşiţa,RO,45.30083,21.88917,81228
Ploieşti,RO,44.95,26.01667,180540
Piteşti,RO,44.85,24.86667,141275
Piatra Neamţ,RO,46.91667,26.33333,102688
Oradea,RO,47.0458,21.91833,183105
Mediaş,RO,46.16667,24.35,53040
Iaşi,RO,47.16667,27.6,378954
Hunedoara,RO,45.75,22.9,69136
Giurgiu,RO,43.88664,25.9627,54551
Galaţi,RO,45.43687,28.05028,217851
Focșani,RO,45.7,27.18333,66648
Drobeta-Turnu Severin,RO,44.62693,22.65288,79865
Deva,RO,45.88333,22.9,67802
Craiova,RO,44.31667,23.8,234140
Constanţa,RO,44.18073,28.63432,317832
Cluj-Napoca,RO,46.76667,23.6,286598
Buzău,RO,45.15,26.83333,103481
Braşov,RO,45.64861,25.60613,253200
Brăila,RO,45.27152,27.97429,154686
Botoşani,RO,47.75,26.66667,90010
Bistriţa,RO,47.13316,24.50011,78877
Bârlad,RO,46.23175,27.66907,67818
Baia Mare,RO,47.65729,23.56808,108759
Bacău,RO,46.56718,26.91384,136087
Arad,RO,46.18333,21.31667,169065
Alba Iulia,RO,46.06667,23.58333,64227
Sector 1,RO,44.49239,26.04831,225453
Sector 2,RO,44.4528,26.13321,290507
Sector 3,RO,44.4234,26.16874,385439
Sector 4,RO,44.37571,26.12085,287828
Sector 5,RO,44.38808,26.07144,271575
Sector 6,RO,44.43579,26.01649,367760
Zrenjanin,RS,45.38361,20.38194,79773
Zemun,RS,44.8458,20.40116,155591
Vranje,RS,42.55139,21.90028,56199
Smederevo,RS,44.66436,20.92763,62000
Pančevo,RS,44.87177,20.64167,76654
Novi Pazar,RS,43.13667,20.51222,85996
Niš,RS,43.32472,21.90333,250000
Leskovac,RS,42.99806,21.94611,94758
Kruševac,RS,43.58,21.33389,75256
Kraljevo,RS,43.72583,20.68944,82846
Kragujevac,RS,44.01667,20.91667,147473
Čačak,RS,43.89139,20.34972,117072
Valjevo,RS,44.27513,19.89821,61035
Užice,RS,43.85861,19.84878,63577
Subotica,RS,46.1,19.66667,100000
Šabac,RS,44.74667,19.69,55114
Novi Sad,RS,45.25167,19.83694,215400
Sosnovka,RU,60.01667,30.35,66227
Zyuzino,RU,55.65608,37.56846,121000
Zyablikovo,RU,55.61667,37.76667,129000
Zlatoust,RU,55.17182,59.65471,191366
Zhulebino,RU,55.7,37.85,150000
Zhukovsky,RU,55.59528,38.12028,97200
Zhigulëvsk,RU,53.40332,49.51055,57094
Zheleznogorsk,RU,52.34198,35.35917,97900
Zheleznodorozhnyy,RU,55.744,38.01684,141648
Zelenograd,RU,55.9825,37.18139,215727
Zelenodolsk,RU,55.84376,48.51784,99600
Zarechnyy,RU,53.20356,45.19227,63579
Zamoskvorech’ye,RU,55.73333,37.63333,55000
Yoshkar-Ola,RU,56.63877,47.89078,268272
Yeysk,RU,46.69263,38.27907,87814
Yessentuki,RU,44.04826,42.85638,81015
Yelets,RU,52.61435,38.50935,115688
Yelabuga,RU,55.76127,52.06493,72643
Yegor’yevsk,RU,55.37952,39.04122,85200
Yasenevo,RU,55.60686,37.51991,180000
Yartsevo,RU,55.06491,32.69693,52706
Yaroslavl,RU,57.62987,39.87368,608722
Vyshniy Volochëk,RU,57.5888,34.56854,53800
Vyksa,RU,55.32058,42.17402,61664
Vykhino-Zhulebino,RU,55.70196,37.81178,216000
Vyborg,RU,60.70763,28.75283,78633
Vyaz’ma,RU,55.20997,34.29695,55500
Votkinsk,RU,57.04867,53.9872,98633
Voskresensk,RU,55.29092,38.67556,77086
Altuf’yevskiy,RU,55.88333,37.58333,54000
Volzhsky,RU,48.78583,44.77973,323293
Volzhsk,RU,55.86661,48.35931,58000
Vol’sk,RU,52.04172,47.38267,70500
Vologda,RU,59.2239,39.88398,312420
Nagornyy,RU,55.65,37.61667,76000
Volgodonsk,RU,47.51141,42.15269,167731
Novovladykino,RU,55.85,37.58333,50000
Vladimir,RU,56.13655,40.39658,357024
Vladikavkaz,RU,43.03667,44.66778,306258
Vidnoye,RU,55.5523,37.70885,51721
Veshnyaki,RU,55.72393,37.81952,122000
Velikiye Luki,RU,56.34063,30.54377,103149
Vatutino,RU,55.88441,37.69055,50000
Vagonoremont,RU,55.9,37.55,50000
Uzlovaya,RU,53.9839,38.15984,58458
Uritsk,RU,59.83889,30.17528,55037
Ulyanovsk,RU,54.32824,48.38657,626540
Ukhta,RU,63.56904,53.69141,102187
Tver,RU,56.85836,35.90057,420065
Tuymazy,RU,54.60638,53.71179,68829
Tula,RU,54.19609,37.61822,482873
Tuapse,RU,44.10083,39.08326,64234
Troparëvo,RU,55.65625,37.48496,118000
Tolyatti,RU,53.5303,49.3461,702879
Timashyovsk,RU,45.61694,38.94528,53940
Tikhvin,RU,59.63937,33.52967,62075
Tikhoretsk,RU,45.85307,40.11874,64387
Tyoply Stan,RU,55.62047,37.49338,125000
Tekstil’shchiki,RU,55.70033,37.74271,100000
Tambov,RU,52.73169,41.44326,293661
Taganrog,RU,47.23627,38.9053,279056
Taganskiy,RU,55.73333,37.66667,116000
Syzran,RU,53.1585,48.4681,189338
Syktyvkar,RU,61.68523,50.80819,245083
Sviblovo,RU,55.85,37.63333,60000
Stupino,RU,54.89735,38.06796,60999
Strogino,RU,55.81838,37.41224,152000
Sterlitamak,RU,53.63793,55.9533,267231
